numero;despacho;data
112018009135;9.1;2022-07-12
112018009151;9.1;2022-07-05
112018009465;9.1;2022-07-12
112018009492;9.1;2022-07-12
112018009493;9.1;2022-07-05
112018009529;9.1;2022-07-12
112018009569;9.1;2022-07-12
112018009703;9.1;2022-07-12
112018009727;9.1;2022-07-05
112018009773;9.1;2022-07-05
112018009775;9.1;2022-07-05
112018009844;9.2;2022-07-19
112018009925;9.1;2022-07-26
112018009955;9.1;2022-07-12
112018009973;9.1;2022-07-12
112018010025;9.1;2022-07-19
112018010051;9.1;2022-07-12
112018010061;9.1;2022-07-12
112018010092;9.1;2022-07-12
112018010122;9.1;2022-07-05
112018010129;9.1;2022-07-12
112018010144;9.1;2022-07-12
112018010169;9.1;2022-07-05
112018010528;9.1;2022-07-12
112018010551;9.1;2022-07-12
112018010612;9.1;2022-07-12
112018010686;9.1;2022-07-12
112018010696;9.1;2022-07-26
112018010732;9.1;2022-07-05
112018010818;9.1;2022-07-05
112018010854;9.1;2022-07-12
112018010861;9.1;2022-07-12
112018011170;9.1;2022-07-12
112018011184;9.1;2022-07-12
112018011243;9.1;2022-07-12
112018011297;9.1;2022-07-05
112018011309;9.2;2022-07-12
112018011325;9.1;2022-07-05
112018011403;9.1;2022-07-12
112018011414;9.1;2022-07-12
112018011417;9.1;2022-07-19
112018011479;9.1;2022-07-12
112018011497;9.1;2022-07-05
112018011547;9.2;2022-07-12
112018011566;9.1;2022-07-05
112018011612;9.1;2022-07-12
112018011664;9.1;2022-07-12
112018011717;9.1;2022-07-12
112018011870;9.2;2022-07-05
112018011907;9.2;2022-07-12
112018011946;9.1;2022-07-19
112018011951;9.1;2022-07-12
112018011962;11.2;2022-07-12
112018011983;9.1;2022-07-12
112018012061;9.1;2022-07-12
112018012063;9.1;2022-07-12
112018012103;9.1;2022-07-12
112018012109;9.1;2022-07-12
112018012142;9.1;2022-07-12
112018012143;9.1;2022-07-05
112018012160;9.2;2022-07-26
112018012197;9.1;2022-07-05
112018012239;9.1;2022-07-19
112018012252;9.1;2022-07-12
112018012253;9.1;2022-07-05
112018012449;9.1;2022-07-05
112018012526;9.1;2022-07-05
112018012532;9.1;2022-07-12
112018012595;9.1;2022-07-12
112018012692;9.1;2022-07-19
112018012787;9.1;2022-07-12
112018012836;9.1;2022-07-12
112018012847;9.1;2022-07-05
112018012863;9.1;2022-07-12
112018012916;9.1;2022-07-12
112018012932;9.1;2022-07-05
112018012973;9.1;2022-07-12
112018013026;9.1;2022-07-12
112018013056;9.1;2022-07-19
112018013100;9.1;2022-07-05
112018013137;9.1;2022-07-05
112018013396;9.1;2022-07-05
112018013419;9.1;2022-07-05
112018013484;9.1;2022-07-12
112018013531;9.1;2022-07-05
112018013759;9.1;2022-07-12
112018013843;9.1;2022-07-12
112018013993;9.1;2022-07-12
112018014087;11.2;2022-07-26
112018014116;9.1;2022-07-05
112018014117;9.2;2022-07-19
112018014128;9.2;2022-07-19
112018014182;9.2;2022-07-12
112018014290;9.1;2022-07-19
112018014327;9.1;2022-07-12
112018014379;9.2;2022-07-19
112018014477;9.1;2022-07-12
112018014534;9.1;2022-07-05
112018014742;9.1;2022-07-12
112018014761;9.1;2022-07-12
112018014930;9.1;2022-07-26
112018015008;9.2;2022-07-19
112018015073;11.2;2022-07-05
112018015087;9.1;2022-07-05
112018015151;9.1;2022-07-19
112018015270;9.1;2022-07-12
112018015403;9.1;2022-07-12
112018015411;9.1;2022-07-12
112018015785;9.1;2022-07-12
112018015820;9.1;2022-07-05
112018015821;9.1;2022-07-12
112018015842;9.1;2022-07-19
112018015973;9.1;2022-07-12
112018016036;11.2;2022-07-05
112018016119;9.1;2022-07-19
112018016121;9.1;2022-07-05
112018016132;9.1;2022-07-12
112018016210;11.2;2022-07-12
112018016424;9.1;2022-07-12
112018016444;9.1;2022-07-12
112018016451;9.1;2022-07-12
112018016455;11.2;2022-07-05
112018016481;9.1;2022-07-12
112018016638;9.1;2022-07-19
112018016758;11.2;2022-07-05
112018016802;9.2;2022-07-19
112018016868;9.1;2022-07-05
112018016955;9.2;2022-07-12
112018017009;9.1;2022-07-19
112018017036;9.1;2022-07-12
112018017060;9.1;2022-07-12
112018017156;11.2;2022-07-19
112018017171;9.2;2022-07-05
112018017203;9.1;2022-07-12
112018017303;9.1;2022-07-12
112018017329;9.1;2022-07-19
112018067308;9.1;2022-07-19
112018067335;9.1;2022-07-12
112018067363;9.1;2022-07-19
112018067426;9.1;2022-07-26
112018067512;9.1;2022-07-05
112018067576;9.2;2022-07-12
112018067582;9.1;2022-07-12
112018067622;9.1;2022-07-05
112018067629;9.2;2022-07-12
112018067668;9.1;2022-07-12
112018067685;9.1;2022-07-05
112018067803;9.1;2022-07-12
112018067828;9.1;2022-07-05
112018067916;9.1;2022-07-12
112018068032;9.1;2022-07-12
112018068096;9.1;2022-07-05
112018068148;9.1;2022-07-12
112018068160;9.1;2022-07-12
112018068173;9.1;2022-07-05
112018068228;9.1;2022-07-19
112018068304;9.1;2022-07-12
112018068332;9.1;2022-07-26
112018068696;9.1;2022-07-12
112018068810;9.2;2022-07-26
112018068818;9.2;2022-07-05
112018069001;9.1;2022-07-05
112018069049;9.1;2022-07-12
112018069064;9.1;2022-07-12
112018069203;9.1;2022-07-26
112018069262;9.1;2022-07-19
112018069268;9.1;2022-07-19
112018069296;9.1;2022-07-12
112018069394;9.1;2022-07-05
112018069397;9.1;2022-07-12
112018069402;9.1;2022-07-12
112018069412;9.1;2022-07-19
112018069437;9.1;2022-07-12
112018069450;9.1;2022-07-05
112018069455;9.1;2022-07-05
112018069462;9.1;2022-07-12
112018069524;9.1;2022-07-12
112018069617;9.1;2022-07-12
112018069681;9.1;2022-07-19
112018069722;9.1;2022-07-05
112018070006;9.2;2022-07-19
112018070035;9.1;2022-07-19
112018070037;9.1;2022-07-12
112018070072;9.1;2022-07-19
112018070132;9.1;2022-07-19
112018070149;9.1;2022-07-12
112018070150;9.1;2022-07-19
112018070352;9.1;2022-07-05
112018070410;11.2;2022-07-19
112018070485;9.1;2022-07-12
112018070486;11.2;2022-07-26
112018070555;9.1;2022-07-26
112018070563;9.1;2022-07-19
112018070652;9.1;2022-07-05
112018070758;9.1;2022-07-05
112018070779;11.2;2022-07-12
112018070814;9.1;2022-07-12
112018070865;9.1;2022-07-05
112018070887;9.1;2022-07-05
112018070901;9.1;2022-07-19
112018070925;9.1;2022-07-26
112018070957;9.1;2022-07-05
112018071024;11.2;2022-07-26
112018071443;9.1;2022-07-12
112018071492;9.2;2022-07-05
112018071506;9.1;2022-07-05
112018071568;9.2;2022-07-05
112018071591;9.2;2022-07-19
112018071600;9.2;2022-07-05
112018071618;9.1;2022-07-05
112018071707;9.1;2022-07-12
112018071749;9.1;2022-07-19
112018071779;9.1;2022-07-05
112018071789;9.1;2022-07-12
112018071860;9.1;2022-07-05
112018071907;9.1;2022-07-05
112018072134;9.1;2022-07-12
112018072135;9.1;2022-07-05
112018072230;9.1;2022-07-05
112018072482;9.1;2022-07-12
112018072499;9.1;2022-07-05
112018072545;9.1;2022-07-26
112018072731;9.1;2022-07-12
112018072807;9.1;2022-07-05
112018072902;9.1;2022-07-12
112018072904;9.1;2022-07-05
112018072908;9.1;2022-07-05
112018072920;9.1;2022-07-05
112018073092;9.1;2022-07-05
112018073265;9.1;2022-07-12
112018073379;9.1;2022-07-12
112018073710;9.1;2022-07-05
112018073841;9.1;2022-07-12
112018073874;11.2;2022-07-19
112018073930;9.1;2022-07-05
112018073948;9.1;2022-07-05
112018073971;9.1;2022-07-05
112018074013;9.1;2022-07-12
112018074145;9.1;2022-07-12
112018074236;9.1;2022-07-12
112018074265;9.1;2022-07-12
112018074291;9.1;2022-07-12
112018074369;9.1;2022-07-12
112018074379;9.1;2022-07-05
112018074390;9.1;2022-07-05
112018074427;9.1;2022-07-12
112018074448;9.1;2022-07-12
112018074523;9.1;2022-07-05
112018074538;9.1;2022-07-05
112018074569;9.1;2022-07-26
112018074624;9.1;2022-07-05
112018074666;9.1;2022-07-05
112018074704;9.1;2022-07-19
112018074714;9.1;2022-07-12
112018074758;9.1;2022-07-12
112018074842;9.1;2022-07-05
112018074845;9.1;2022-07-05
112018074862;9.1;2022-07-05
112018074866;9.1;2022-07-26
112018074936;11.2;2022-07-26
112018074977;9.1;2022-07-12
112018075030;9.1;2022-07-12
112018075064;9.1;2022-07-05
112018075179;9.1;2022-07-19
112018075237;9.1;2022-07-05
112018075267;9.1;2022-07-19
112018075305;9.1;2022-07-05
112018075370;9.1;2022-07-05
112018075405;9.1;2022-07-12
112018075449;9.1;2022-07-05
112018075517;9.1;2022-07-26
112018075740;9.1;2022-07-12
112018075765;9.1;2022-07-05
112018075798;9.1;2022-07-12
112018075826;9.1;2022-07-05
112018075907;9.1;2022-07-12
112018075917;9.1;2022-07-05
112018076056;9.1;2022-07-05
112018076073;9.1;2022-07-12
112018076675;9.1;2022-07-26
112018076704;9.1;2022-07-05
112018076733;9.2;2022-07-12
112018076740;9.1;2022-07-05
112018076814;9.1;2022-07-05
112018076825;9.2;2022-07-05
112018076841;9.1;2022-07-12
112018076989;9.1;2022-07-19
112018076990;9.1;2022-07-05
112018077018;9.1;2022-07-19
112018077063;9.1;2022-07-19
112018077114;9.1;2022-07-12
112018077188;9.1;2022-07-05
112018077233;9.1;2022-07-05
112018077248;9.1;2022-07-12
112018077290;9.1;2022-07-26
112018077293;9.1;2022-07-12
112018077447;9.1;2022-07-05
112018077481;9.1;2022-07-05
112019000028;9.1;2022-07-12
112019000073;9.1;2022-07-05
112019000086;11.2;2022-07-26
112019000153;9.1;2022-07-05
112019000161;9.1;2022-07-26
112019000212;9.1;2022-07-12
112019000252;9.1;2022-07-05
112019000404;9.1;2022-07-05
112019000419;9.1;2022-07-05
112019000475;9.1;2022-07-12
112019000507;9.1;2022-07-05
112019000520;9.1;2022-07-26
112019000594;9.1;2022-07-12
112019000684;9.1;2022-07-12
112019000694;9.1;2022-07-26
112019000731;9.1;2022-07-05
112019000789;9.1;2022-07-19
112019000856;9.1;2022-07-26
112019001014;9.1;2022-07-05
112019001250;9.1;2022-07-12
112019001256;9.1;2022-07-12
112019001264;9.1;2022-07-05
112019001276;9.1;2022-07-05
112019001335;9.1;2022-07-12
112019001352;9.1;2022-07-26
112019001377;9.1;2022-07-12
112019001428;9.2;2022-07-05
112019001525;9.1;2022-07-05
112019001536;9.1;2022-07-12
112019001548;9.1;2022-07-19
112019001576;9.1;2022-07-12
112019001588;9.1;2022-07-05
112019001594;9.1;2022-07-19
112019001645;9.1;2022-07-26
112019001648;9.1;2022-07-26
112019001685;9.1;2022-07-12
112019001710;9.1;2022-07-05
112019001904;9.1;2022-07-12
112019001934;9.1;2022-07-12
112019002021;9.1;2022-07-19
112019002051;9.1;2022-07-19
112019002095;9.1;2022-07-19
112019002104;9.1;2022-07-19
112019002177;9.1;2022-07-19
112019002332;9.1;2022-07-12
112019002334;9.1;2022-07-12
112019002474;9.1;2022-07-05
112019002523;9.1;2022-07-12
112019002530;9.1;2022-07-12
112019002662;9.1;2022-07-12
112019002664;9.1;2022-07-12
112019002751;9.1;2022-07-05
112019002763;9.1;2022-07-12
112019002767;9.1;2022-07-19
112019002802;9.1;2022-07-12
112019002925;9.1;2022-07-19
112019002999;9.1;2022-07-05
112019003015;9.1;2022-07-26
112019003030;9.1;2022-07-05
112019003097;9.1;2022-07-26
112019003106;9.1;2022-07-12
112019003149;9.1;2022-07-12
112019003169;9.1;2022-07-05
112019003179;9.1;2022-07-12
112019003256;9.1;2022-07-12
112019003261;9.1;2022-07-12
112019003265;9.1;2022-07-12
112019003319;9.1;2022-07-05
112019003481;9.1;2022-07-12
112019003490;9.1;2022-07-12
112019003538;9.1;2022-07-12
112019003551;9.1;2022-07-12
112019003581;9.1;2022-07-05
112019003747;9.1;2022-07-05
112019003751;9.1;2022-07-12
112019003762;9.1;2022-07-12
112019003801;9.1;2022-07-19
112019003857;9.1;2022-07-12
112019003922;9.1;2022-07-12
112019003983;9.1;2022-07-05
112019004079;9.1;2022-07-05
112019004142;9.1;2022-07-05
112019004304;9.1;2022-07-26
112019004375;9.1;2022-07-12
112019004563;9.1;2022-07-12
112019004567;9.1;2022-07-12
112019004612;9.1;2022-07-05
112019004713;9.1;2022-07-26
112019004772;9.1;2022-07-05
112019004854;9.1;2022-07-12
112019004910;9.1;2022-07-19
112019004932;9.1;2022-07-26
112019004933;9.1;2022-07-26
112019004980;9.1;2022-07-12
112019005550;9.1;2022-07-26
112019005570;9.1;2022-07-19
112019005579;9.1;2022-07-19
112019005988;9.1;2022-07-19
112019006138;9.1;2022-07-05
112019006364;9.1;2022-07-19
112019006395;9.1;2022-07-19
112019006407;9.1;2022-07-19
112019006583;9.1;2022-07-19
112019006799;9.1;2022-07-12
112019006825;9.1;2022-07-19
112019007036;9.1;2022-07-26
112019007261;9.1;2022-07-05
112019007278;9.1;2022-07-19
112019007460;9.1;2022-07-05
112019007994;9.1;2022-07-19
112019008112;9.1;2022-07-19
112019008128;9.1;2022-07-12
112019008304;9.1;2022-07-12
112019008309;9.1;2022-07-05
112019008518;9.1;2022-07-12
112019008697;9.1;2022-07-05
112019008849;9.1;2022-07-05
112019009170;9.1;2022-07-05
112019009418;9.1;2022-07-05
112019009737;9.1;2022-07-05
112019009809;9.1;2022-07-12
112019009884;9.1;2022-07-05
112019010304;9.1;2022-07-12
112019010310;9.1;2022-07-12
112019010410;9.1;2022-07-05
112019010429;9.1;2022-07-05
112019010436;9.1;2022-07-05
112019010499;9.1;2022-07-12
112019010844;9.1;2022-07-19
112019011072;9.1;2022-07-12
112019011202;9.1;2022-07-12
112019011459;9.1;2022-07-26
112019011557;9.1;2022-07-26
112019011695;9.1;2022-07-19
112019011696;9.1;2022-07-05
112019011753;9.1;2022-07-05
112019011759;9.1;2022-07-05
112019011828;9.1;2022-07-12
112019011884;9.1;2022-07-05
112019011912;9.1;2022-07-12
112019011954;9.1;2022-07-12
112019011970;9.1;2022-07-19
112019012043;9.1;2022-07-26
112019012114;9.1;2022-07-12
112019012223;9.1;2022-07-12
112019012266;9.1;2022-07-05
112019012389;9.1;2022-07-05
112019012446;9.1;2022-07-12
112019012466;9.1;2022-07-12
112019012552;9.1;2022-07-19
112019012591;9.1;2022-07-12
112019012668;9.1;2022-07-12
112019012804;9.1;2022-07-26
112019012830;9.1;2022-07-19
112019012967;9.1;2022-07-19
112019013247;9.1;2022-07-05
112019013441;9.2;2022-07-05
112019013465;9.1;2022-07-12
112019013608;9.1;2022-07-26
112019013674;9.1;2022-07-26
112019013826;9.1;2022-07-12
112019013900;9.1;2022-07-05
112019013992;11.2;2022-07-26
112019014276;9.1;2022-07-19
112019014404;11.2;2022-07-26
112019014907;9.1;2022-07-05
112019015373;11.2;2022-07-26
112019015590;9.1;2022-07-12
112019015669;9.1;2022-07-26
112019016598;9.1;2022-07-26
112019016620;9.2;2022-07-19
112019017228;9.1;2022-07-12
112019017952;11.2;2022-07-26
112019018030;9.1;2022-07-12
112019018579;9.1;2022-07-26
112019019306;9.1;2022-07-05
112019019316;9.1;2022-07-12
112019019584;9.1;2022-07-12
112019019818;9.1;2022-07-19
112019020320;11.2;2022-07-26
112019020501;9.1;2022-07-05
112019020933;11.2;2022-07-26
112019021671;9.1;2022-07-12
112019022785;9.2;2022-07-05
112019023631;9.1;2022-07-05
112019024888;9.1;2022-07-26
112019024978;9.1;2022-07-12
112019025831;9.1;2022-07-05
112019025953;9.1;2022-07-12
112019027427;9.1;2022-07-12
112019027677;9.1;2022-07-26
112019028235;9.2;2022-07-12
112020000113;9.1;2022-07-26
112020000372;9.1;2022-07-12
112020000486;9.1;2022-07-05
112020001624;9.1;2022-07-19
112020002096;9.1;2022-07-12
112020002224;9.1;2022-07-05
112020002984;9.2;2022-07-12
112020003475;9.1;2022-07-05
112020003545;9.1;2022-07-05
112020003630;9.1;2022-07-05
112020003985;9.1;2022-07-05
112020004831;9.1;2022-07-12
112020005143;9.1;2022-07-12
112020005309;9.1;2022-07-26
112020006264;9.2;2022-07-12
112020006500;9.2;2022-07-12
112020006732;9.1;2022-07-05
112020006993;9.1;2022-07-05
112020007352;9.1;2022-07-26
112020007565;9.1;2022-07-26
112020007941;9.1;2022-07-19
112020007953;9.1;2022-07-19
112020007955;9.1;2022-07-19
112020008102;9.1;2022-07-26
112020008712;9.2;2022-07-12
112020009486;9.1;2022-07-12
112020009494;9.1;2022-07-12
112020009634;9.1;2022-07-12
112020009959;9.1;2022-07-12
112020010470;9.1;2022-07-19
112020011071;9.1;2022-07-05
112020011082;9.1;2022-07-05
112020011165;9.1;2022-07-12
112020011203;9.1;2022-07-12
112020011837;9.1;2022-07-19
112020013121;9.1;2022-07-12
112020013428;9.1;2022-07-12
112020015391;9.2;2022-07-12
112020016821;9.1;2022-07-12
112020016926;9.1;2022-07-12
112020017570;9.2;2022-07-26
112020018551;9.1;2022-07-19
112020019523;9.1;2022-07-12
112020019954;9.1;2022-07-12
112020020664;9.1;2022-07-12
112020021059;9.1;2022-07-12
112020022105;9.1;2022-07-12
112020022194;9.1;2022-07-12
112020023541;9.1;2022-07-05
112020023934;9.1;2022-07-12
112021001864;9.1;2022-07-12
112021003066;9.1;2022-07-12
112021004019;9.1;2022-07-26
112021005152;9.2;2022-07-12
112021006474;9.1;2022-07-05
112021010427;9.1;2022-07-19
112021012534;9.1;2022-07-26
112021013900;9.1;2022-07-26
112021014849;9.1;2022-07-26
112021015164;9.1;2022-07-05
112021015314;9.1;2022-07-19
112021015535;9.1;2022-07-12
112021016794;9.1;2022-07-12
112021017083;9.1;2022-07-26
112021017782;9.1;2022-07-19
112021018168;9.2;2022-07-05
112021018452;9.1;2022-07-26
112021018584;9.1;2022-07-19
112021018900;9.1;2022-07-19
112021018981;9.2;2022-07-12
112021020323;9.1;2022-07-12
112021020714;9.1;2022-07-12
112021021543;9.2;2022-07-12
112021024233;9.1;2022-07-26
112022000154;9.1;2022-07-26
112022001755;9.1;2022-07-05
112022002521;9.1;2022-07-19
122015005194;9.2;2022-07-12
122015017257;9.1;2022-07-05
122015022158;9.1;2022-07-05
122015024083;9.1;2022-07-05
122016014302;9.1;2022-07-12
122017001723;9.1;2022-07-26
122017006293;9.2;2022-07-12
122017006819;9.1;2022-07-05
122017010763;9.1;2022-07-05
122017012008;9.1;2022-07-19
122017017921;9.2;2022-07-19
122017018407;9.1;2022-07-12
122018016401;9.2;2022-07-12
122018068273;9.1;2022-07-05
122018075881;9.1;2022-07-12
122019017719;9.1;2022-07-05
122019023558;9.2;2022-07-05
122019023720;9.1;2022-07-12
122019023952;9.1;2022-07-12
122019024153;9.2;2022-07-05
122019024319;9.1;2022-07-26
122019025743;11.2;2022-07-19
122019025927;9.2;2022-07-12
122019026485;11.2;2022-07-19
122019028113;9.1;2022-07-26
122019028124;9.1;2022-07-05
122020000460;11.2;2022-07-19
122020000466;11.2;2022-07-26
122020000538;11.2;2022-07-26
122020000544;11.2;2022-07-26
122020000546;11.2;2022-07-26
122020000663;11.2;2022-07-26
122020001528;9.2;2022-07-05
122020002144;9.2;2022-07-05
122020002478;9.2;2022-07-12
122020003153;9.1;2022-07-19
122020003281;9.2;2022-07-19
122020005600;9.2;2022-07-12
122020005681;9.2;2022-07-26
122020006401;11.2;2022-07-19
122020006579;9.1;2022-07-05
122020006607;9.1;2022-07-12
122020007381;11.2;2022-07-12
122020007876;9.1;2022-07-26
122020008875;9.1;2022-07-12
122020008877;9.1;2022-07-05
122020009432;9.1;2022-07-26
122020009445;9.2;2022-07-12
122020010712;9.2;2022-07-12
122020010889;9.2;2022-07-05
122020011001;9.1;2022-07-12
122020011348;9.1;2022-07-12
122020012460;9.1;2022-07-12
122020012695;9.2;2022-07-12
122020013767;9.1;2022-07-12
122020013768;9.1;2022-07-05
122020013891;9.1;2022-07-26
122020013893;9.1;2022-07-12
122020014297;9.2;2022-07-26
122020014528;9.1;2022-07-12
122020014530;9.2;2022-07-12
122020014537;9.1;2022-07-12
122020014548;9.1;2022-07-12
122020014549;9.1;2022-07-12
122020014643;11.2;2022-07-26
122020014854;9.1;2022-07-05
122020017152;9.1;2022-07-05
122020017357;9.2;2022-07-12
122020017361;9.2;2022-07-19
122020017546;9.1;2022-07-12
122020017548;9.1;2022-07-12
122020017551;9.1;2022-07-12
122020017837;9.1;2022-07-12
122020017853;9.1;2022-07-12
122020017889;9.2;2022-07-19
122020018663;9.1;2022-07-05
122020021459;9.1;2022-07-05
122020021968;11.2;2022-07-05
122020022213;9.2;2022-07-12
122020023838;9.2;2022-07-19
122020025339;9.1;2022-07-19
122020025342;9.1;2022-07-19
122020025348;9.1;2022-07-19
122020025350;9.1;2022-07-19
122020025357;9.1;2022-07-19
122020025374;9.1;2022-07-19
122020026484;9.2;2022-07-12
122020026886;9.2;2022-07-05
122021001470;9.2;2022-07-12
122021001629;11.2;2022-07-26
122021001941;11.2;2022-07-05
122021002108;9.1;2022-07-05
122021002118;9.1;2022-07-05
122021002353;9.1;2022-07-12
122021002363;9.2;2022-07-12
122021004598;9.1;2022-07-19
122021004600;9.1;2022-07-19
122021005163;9.2;2022-07-12
122021006807;9.1;2022-07-12
122021006834;9.1;2022-07-19
122021007351;9.1;2022-07-12
122021007885;9.2;2022-07-12
122021008589;9.2;2022-07-12
122021009022;9.1;2022-07-19
122021009146;9.2;2022-07-19
122021010022;9.2;2022-07-12
122021010330;9.2;2022-07-12
122021011016;9.2;2022-07-26
122021012180;9.2;2022-07-26
122021012465;9.2;2022-07-05
122021012473;9.2;2022-07-05
122021013481;9.1;2022-07-26
122021014037;9.1;2022-07-26
122021014158;9.1;2022-07-12
122021014165;9.1;2022-07-12
122021014170;9.1;2022-07-19
122021014172;9.1;2022-07-19
122021014193;9.1;2022-07-26
122021014201;9.1;2022-07-26
122021014249;9.1;2022-07-19
122021015057;9.1;2022-07-26
122021015977;9.2;2022-07-05
122021016202;9.1;2022-07-26
122021016654;9.2;2022-07-19
122021017207;9.2;2022-07-12
122021017228;9.2;2022-07-26
122021018583;9.1;2022-07-05
122021019761;9.2;2022-07-12
122021020375;9.2;2022-07-12
122021020404;9.1;2022-07-12
122021020442;9.2;2022-07-12
122021020519;9.1;2022-07-12
122021020781;9.2;2022-07-26
122021020834;9.2;2022-07-12
122021020836;9.2;2022-07-12
122021020838;9.2;2022-07-12
122021020860;9.2;2022-07-12
122021020925;9.1;2022-07-19
122021021155;9.2;2022-07-12
122021021616;9.1;2022-07-12
122021021888;9.2;2022-07-12
122021021892;9.2;2022-07-12
122021022523;9.1;2022-07-12
122021023753;9.1;2022-07-12
122021024098;9.1;2022-07-05
122021024156;9.1;2022-07-05
122021024433;9.2;2022-07-05
122021024696;11.2;2022-07-12
122021024711;9.2;2022-07-05
122021024755;9.2;2022-07-05
122021024902;9.2;2022-07-12
122021025053;9.1;2022-07-05
122021025303;9.2;2022-07-05
122021025583;9.2;2022-07-12
122021025799;9.2;2022-07-12
122021026243;9.2;2022-07-12
122021026254;9.1;2022-07-19
122021026419;9.2;2022-07-19
122021026491;9.2;2022-07-05
122021026515;9.1;2022-07-19
122021026652;9.1;2022-07-12
122021026741;9.1;2022-07-26
122021026758;9.2;2022-07-26
122021026794;9.2;2022-07-19
122021026869;9.2;2022-07-05
122022000116;9.1;2022-07-12
122022000256;9.2;2022-07-26
122022002121;9.2;2022-07-19
122022002642;9.2;2022-07-05
122022002788;9.1;2022-07-12
122022002799;9.1;2022-07-12
122022003831;9.1;2022-07-05
122022007304;9.2;2022-07-26
132012013238;9.1;2022-07-12
132013017351;9.1;2022-07-26
132014010807;9.1;2022-07-12
132016006247;9.1;2022-07-05
202014014669;9.1;2022-07-05
202015016069;9.2;2022-07-12
202015024401;9.1;2022-07-05
202016001378;9.1;2022-07-12
202016011559;9.2;2022-07-12
202016013136;9.1;2022-07-12
202016016377;9.1;2022-07-12
202016017377;9.1;2022-07-12
202016019449;9.1;2022-07-12
202016019483;9.1;2022-07-12
202016020021;9.2;2022-07-12
202016020425;9.1;2022-07-05
202016020426;9.1;2022-07-05
202016021691;9.2;2022-07-12
202016023439;9.2;2022-07-12
202016023671;9.1;2022-07-05
202016023884;9.2;2022-07-05
202016024516;9.2;2022-07-12
202016024858;9.1;2022-07-12
202016026087;9.2;2022-07-12
202016027239;9.1;2022-07-12
202016028779;9.2;2022-07-12
202016029027;9.1;2022-07-12
202016030503;9.2;2022-07-12
202017000318;9.2;2022-07-12
202017000364;9.1;2022-07-12
202017000824;9.1;2022-07-12
202017001048;9.1;2022-07-12
202017001127;11.2;2022-07-12
202017001956;9.1;2022-07-12
202017002157;9.1;2022-07-12
202017002161;9.2;2022-07-19
202017002314;11.2;2022-07-12
202017002479;11.2;2022-07-12
202017002682;9.1;2022-07-12
202017002871;9.2;2022-07-12
202017002909;9.2;2022-07-05
202017002987;9.1;2022-07-12
202017003161;11.2;2022-07-12
202017003287;9.1;2022-07-12
202017003322;9.1;2022-07-12
202017003544;9.1;2022-07-12
202017003572;9.1;2022-07-12
202017003809;9.1;2022-07-12
202017004078;9.1;2022-07-12
202017004468;9.1;2022-07-12
202017004873;9.2;2022-07-12
202017005081;9.2;2022-07-12
202017005270;9.1;2022-07-12
202017005465;9.1;2022-07-12
202017006237;9.1;2022-07-05
202017006784;9.2;2022-07-12
202017006812;9.1;2022-07-12
202017007092;9.2;2022-07-12
202017007371;9.1;2022-07-12
202017007591;9.2;2022-07-19
202017007674;9.2;2022-07-12
202017007791;11.2;2022-07-26
202017007937;9.2;2022-07-19
202017008704;9.2;2022-07-12
202017008926;9.1;2022-07-12
202017008955;9.1;2022-07-12
202017009019;9.2;2022-07-12
202017009197;9.2;2022-07-12
202017009293;9.1;2022-07-05
202017009322;9.2;2022-07-26
202017009360;9.1;2022-07-12
202017009439;9.2;2022-07-12
202017009444;9.2;2022-07-12
202017009494;9.2;2022-07-19
202017009606;9.2;2022-07-12
202017009675;9.2;2022-07-19
202017009881;9.2;2022-07-12
202017009915;11.2;2022-07-12
202017010040;9.1;2022-07-12
202017010072;9.2;2022-07-12
202017010135;11.2;2022-07-12
202017010266;9.2;2022-07-12
202017010277;9.1;2022-07-05
202017010497;9.1;2022-07-12
202017010549;9.1;2022-07-12
202017011154;9.2;2022-07-12
202017011212;9.1;2022-07-12
202017011216;9.2;2022-07-19
202017011245;9.2;2022-07-19
202017011581;11.2;2022-07-12
202017011728;9.2;2022-07-12
202017011742;9.2;2022-07-12
202017011815;11.2;2022-07-19
202017012370;9.2;2022-07-12
202017012976;9.1;2022-07-12
202017013139;9.2;2022-07-12
202017013173;9.1;2022-07-12
202017013363;9.1;2022-07-12
202017013737;9.2;2022-07-12
202017013812;9.1;2022-07-05
202017013820;9.1;2022-07-05
202017013914;9.1;2022-07-19
202017013939;9.2;2022-07-19
202017014127;9.2;2022-07-19
202017014405;9.1;2022-07-12
202017014595;9.2;2022-07-12
202017014696;9.2;2022-07-12
202017014955;9.1;2022-07-12
202017014965;9.2;2022-07-19
202017015289;9.1;2022-07-12
202017015522;9.1;2022-07-12
202017016183;9.2;2022-07-19
202017016597;9.1;2022-07-12
202017016617;9.1;2022-07-12
202017016621;9.1;2022-07-12
202017016797;9.1;2022-07-12
202017017176;11.2;2022-07-12
202017017639;9.1;2022-07-12
202017017763;9.1;2022-07-12
202017017795;9.1;2022-07-12
202017017901;9.1;2022-07-12
202017019690;9.1;2022-07-12
202017020901;9.1;2022-07-12
202017021265;9.1;2022-07-12
202017022882;9.2;2022-07-12
202017023208;9.1;2022-07-12
202017023519;9.1;2022-07-12
202017024796;9.1;2022-07-12
202017025089;9.1;2022-07-12
202017025684;9.1;2022-07-05
202017025740;9.2;2022-07-05
202017026049;9.1;2022-07-12
202017026101;9.1;2022-07-05
202017026268;9.2;2022-07-12
